updated_at,id,start_date,end_date,election_type,result_type,special,office,district,name_raw,last_name,first_name,suffix,middle_name,party,parent_jurisdiction,jurisdiction,division,votes,votes_type,total_votes,winner,write_in,year
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Total,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,17634,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Over Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,6,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Under Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,695,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Write-In,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,13,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Pat Murphy,,,,,Democratic,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,10098,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Paul Kern,,,,,Republican,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,6822,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Total,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,8981,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Over Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,6,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Under Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,351,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Write-In,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,2,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Pat Murphy,,,,,Democratic,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,5925,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Paul Kern,,,,,Republican,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,2697,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Total,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,8653,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Over Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Under Votes,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,344,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Write-In,,,,,,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,11,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Pat Murphy,,,,,Democratic,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,4173,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,99,Paul Kern,,,,,Republican,,Dubuque,ocd-division/country:us/state:ia/county:dubuque,4125,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,14925,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,4,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,1723,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,17,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Carolyn Grimes,,,,,Nominated by Petition,,Clinton,ocd-division/country:us/state:ia/county:clinton,3129,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Mary Wolfe,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,10052,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,8222,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,4,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,914,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,8,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Carolyn Grimes,,,,,Nominated by Petition,,Clinton,ocd-division/country:us/state:ia/county:clinton,1400,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Mary Wolfe,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,5896,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,6703,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,809,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,9,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Carolyn Grimes,,,,,Nominated by Petition,,Clinton,ocd-division/country:us/state:ia/county:clinton,1729,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,98,Mary Wolfe,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,4156,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,10164,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,3,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,422,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,5,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Ted Whisler,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,3793,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Steven Olson,,,,,Republican,,Clinton,ocd-division/country:us/state:ia/county:clinton,5941,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,4247,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,2,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,142,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,1,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Ted Whisler,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,1860,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Steven Olson,,,,,Republican,,Clinton,ocd-division/country:us/state:ia/county:clinton,2242,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Total,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,5917,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Over Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,1,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Under Votes,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,280,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Write-In,,,,,,,Clinton,ocd-division/country:us/state:ia/county:clinton,4,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Ted Whisler,,,,,Democratic,,Clinton,ocd-division/country:us/state:ia/county:clinton,1933,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,97,Steven Olson,,,,,Republican,,Clinton,ocd-division/country:us/state:ia/county:clinton,3699,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Total,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,9405,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Over Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Under Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,3087,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Write-In,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,66,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Lee Hein,,,,,Republican,,Delaware,ocd-division/country:us/state:ia/county:delaware,6252,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Total,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,3706,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Over Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Under Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,1463,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Write-In,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,22,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Lee Hein,,,,,Republican,,Delaware,ocd-division/country:us/state:ia/county:delaware,2221,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Total,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,5699,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Over Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Under Votes,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,1624,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Write-In,,,,,,,Delaware,ocd-division/country:us/state:ia/county:delaware,44,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,96,Lee Hein,,,,,Republican,,Delaware,ocd-division/country:us/state:ia/county:delaware,4031,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Total,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,960,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Over Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Under Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,45,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Write-In,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Kristin Keast,,,,,Democratic,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,384,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Quentin Stanerson,,,,,Republican,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,531,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Total,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,258,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Over Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Under Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,12,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Write-In,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Kristin Keast,,,,,Democratic,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,122,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Quentin Stanerson,,,,,Republican,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,124,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Total,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,702,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Over Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Under Votes,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,33,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Write-In,,,,,,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,0,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Kristin Keast,,,,,Democratic,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,262,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,95,Quentin Stanerson,,,,,Republican,,Buchanan,ocd-division/country:us/state:ia/county:buchanan,407,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Total,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,19525,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Over Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,2,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Under Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,865,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Write-In,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,14,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Maria Bribriesco,,,,,Democratic,,Scott,ocd-division/country:us/state:ia/county:scott,8314,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Linda Miller,,,,,Republican,,Scott,ocd-division/country:us/state:ia/county:scott,10330,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Total,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,10828,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Over Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,1,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Under Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,433,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Write-In,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,6,,,,True,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Maria Bribriesco,,,,,Democratic,,Scott,ocd-division/country:us/state:ia/county:scott,5085,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Linda Miller,,,,,Republican,,Scott,ocd-division/country:us/state:ia/county:scott,5303,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Total,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,8697,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Over Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,1,,,,,2012
2015-12-28 20:41:52.108000,ia-2012-11-06-general,2012-11-06 00:00:00,2012-11-06 00:00:00,general,certified,False,State Representative,94,Under Votes,,,,,,,Scott,ocd-division/country:us/state:ia/county:scott,432,,,,,2012
